GeneSymbol,FC,pval,BioID,cell
Zdhhc3,9.151304,0.0008809213,NL2,Neuron
Ero1a,2.044725,0.03246112,NL2,Neuron
Syngr3,1.04345,0.523209,NL2,Neuron
Dock7,-1.338222,0.009750173,NL2,Neuron
Stac2,1.43356,0.1317553,NL2,Neuron
Eif3c,-2.286931,0.0002575834,NL2,Neuron
Cplx3,-1.345252,0.03367709,NL2,Neuron
Apbb3,4.446195,0.0001151543,NL2,Neuron
Niban2,1.063273,0.4905488,NL2,Neuron
Hid1,1.638001,0.009302743,NL2,Neuron
Cmbl,1.165734,0.111463,NL2,Neuron
Uqcr10,1.707074,0.0007084097,NL2,Neuron
Ubac2,2.145766,0.00999354,NL2,Neuron
Nudcd3,2.189122,0.01549224,NL2,Neuron
Dync1li1,-3.042114,1.651044e-05,NL2,Neuron
Stard7,1.184542,0.09666232,NL2,Neuron
Mtss1,-2.788391,0.002122756,NL2,Neuron
Chmp7,-1.948569,0.005854768,NL2,Neuron
Cog4,3.797886,0.0001667295,NL2,Neuron
Tmed4,1.463788,0.07647003,NL2,Neuron
Spart,2.472057,0.002798392,NL2,Neuron
Bmerb1,-1.088872,0.5062378,NL2,Neuron
Rnf121,3.970656,0.0005261144,NL2,Neuron
Sdsl,1.050587,0.8459375,NL2,Neuron
Taf6l,3.104909,0.1251041,NL2,Neuron
Dnttip2,-18.54673,0.01716612,NL2,Neuron
Trim29,2.485696,0.8938014,NL2,Neuron
Gfm2,-1.216168,0.4586788,NL2,Neuron
Aagab,-2.183571,0.0008290005,NL2,Neuron
Ap3m2,1.34588,0.0008613276,NL2,Neuron
Seh1l,-1.273783,0.01077122,NL2,Neuron
Pank3,1.100648,0.611177,NL2,Neuron
Abhd6,2.19767,4.903144e-05,NL2,Neuron
Mcam,1.523801,0.1141371,NL2,Neuron
Ptrh2,1.384348,0.002124877,NL2,Neuron
Vps18,-1.019252,0.7313798,NL2,Neuron
Exoc6,1.491044,0.02924251,NL2,Neuron
Pspc1,-2.905865,0.04090893,NL2,Neuron
Nup58,-3.437585,1.778566e-05,NL2,Neuron
Rab11fip5,1.022478,0.629765,NL2,Neuron
Igsf8,1.552761,0.1031436,NL2,Neuron
Clmp,2.51525,0.002725208,NL2,Neuron
Commd5,1.113688,0.2894281,NL2,Neuron
Plcd1,1.397371,0.05117646,NL2,Neuron
Tbc1d13,-2.214452,0.00622946,NL2,Neuron
Wipi1,-7.759938,0.0003830192,NL2,Neuron
Tut1,-1.092506,0.4133883,NL2,Neuron
Mboat2,2.401172,0.001363629,NL2,Neuron
Cog6,1.00866,0.9712211,NL2,Neuron
Tcf25,1.813375,0.013211,NL2,Neuron
Slco3a1,1.273319,0.4430545,NL2,Neuron
Aspa,1.462458,0.1599209,NL2,Neuron
Ppp6r2,-3.669316,0.0006611025,NL2,Neuron
Exoc1,-1.059621,0.6787791,NL2,Neuron
Stxbp6,2.119158,0.005424185,NL2,Neuron
Sh3glb2,-1.965872,0.0001072959,NL2,Neuron
Cacnb1,1.997471,0.0002550872,NL2,Neuron
Micos13,-2.668085,0.01634225,NL2,Neuron
Dicer1,-3.323385,0.00326212,NL2,Neuron
Abca3,1.686812,0.009508053,NL2,Neuron
Cadm4,2.166074,0.0001352751,NL2,Neuron
Nup85,1.070556,0.5378697,NL2,Neuron
Rufy2,1.494951,0.06263193,NL2,Neuron
Purg,-1.157145,0.2853867,NL2,Neuron
Ntng1,1.891706,0.001085961,NL2,Neuron
Arhgef12,-2.024749,0.05759844,NL2,Neuron
Neto1,15.52641,8.952345e-06,NL2,Neuron
Sla2,1.537803,0.2819886,NL2,Neuron
Luzp1,-11.70416,4.126559e-06,NL2,Neuron
Rbm12,-3.607288,0.001547083,NL2,Neuron
Mib2,3.349834,3.850892e-05,NL2,Neuron
Sh3kbp1,1.171461,0.004178614,NL2,Neuron
Otud7a,-1.762723,0.009902866,NL2,Neuron
Snap47,1.63664,0.001401764,NL2,Neuron
Prpsap2,-1.593141,2.146074e-05,NL2,Neuron
Apbb1ip,-1.546806,0.01800764,NL2,Neuron
Tbc1d22a,-1.38878,0.007567954,NL2,Neuron
Actr1b,1.400221,0.002970934,NL2,Neuron
Usp15,-2.746306,2.445772e-05,NL2,Neuron
Wasf1,3.738622,4.464337e-06,NL2,Neuron
Arl6ip5,5.210877,0.001196537,NL2,Neuron
Usp33,1.983323,0.004218603,NL2,Neuron
Vps39,2.263708,0.1335306,NL2,Neuron
Wnt9a,1.210487,0.2107948,NL2,Neuron
Cadm1,1.07051,0.3814611,NL2,Neuron
Tmx1,3.704055,0.0001103346,NL2,Neuron
Aspscr1,-2.357219,0.0002673573,NL2,Neuron
Nae1,1.22334,0.1140116,NL2,Neuron
Mpdz,-1.229899,0.1903784,NL2,Neuron
Camkk1,-2.772136,0.01272621,NL2,Neuron
Clptm1,1.457668,0.006080328,NL2,Neuron
Lrrc14,-1.123409,0.6725699,NL2,Neuron
Akr1c13,29.13872,0.2893208,NL2,Neuron
Tkfc,1.181685,0.154017,NL2,Neuron
Rmc1,-1.00468,0.9480744,NL2,Neuron
Kctd5,1.66034,0.06554777,NL2,Neuron
Nrm,2.587647,0.0003977396,NL2,Neuron
Slc22a6,1.538239,0.02238815,NL2,Neuron
Ndc1,2.004641,0.01888293,NL2,Neuron
Med25,-1.090713,0.4172621,NL2,Neuron
Spon1,1.199186,0.2296261,NL2,Neuron
Reep2,1.664705,0.01587972,NL2,Neuron
Gpn1,-1.252015,0.001136442,NL2,Neuron
Mavs,-3.52413,0.003211855,NL2,Neuron
Dhcr24,2.188955,0.00429242,NL2,Neuron
Ubxn4,2.219944,0.0003112094,NL2,Neuron
Sco2,1.503537,0.2726991,NL2,Neuron
Fgg,1.922037,0.2424192,NL2,Neuron
Ncln,1.737427,0.001867031,NL2,Neuron
Tbcc,-1.150346,0.2512606,NL2,Neuron
Nrbf2,-10.56301,0.04746966,NL2,Neuron
Abhd14b,-15.38096,0.004552171,NL2,Neuron
Rnpep,1.478466,0.002319802,NL2,Neuron
Abhd17c,1.390389,0.2400672,NL2,Neuron
Acsf2,1.407439,0.01101422,NL2,Neuron
Micu1,1.20121,0.08754261,NL2,Neuron
Utp6,-4.22054,0.07061001,NL2,Neuron
Plppr2,4.445729,0.0003732608,NL2,Neuron
Sgsm3,1.480451,0.1130669,NL2,Neuron
Gripap1,-1.526685,0.0003380969,NL2,Neuron
Sgip1,-1.589422,0.01373823,NL2,Neuron
Bles03,1.815965,0.01318187,NL2,Neuron
Pik3r4,-1.156379,0.2635265,NL2,Neuron
Hip1,-1.328491,0.1433611,NL2,Neuron
Lars2,1.721349,0.007973708,NL2,Neuron
Myh9,-1.297705,0.1099858,NL2,Neuron
Washc1,-7.770147,0.06163212,NL2,Neuron
Phip,-1.352748,0.01482042,NL2,Neuron
Ppcs,1.656112,0.00763839,NL2,Neuron
Alg9,-1.385333,0.01326117,NL2,Neuron
Hdlbp,-1.62637,0.0005555444,NL2,Neuron
Nit1,1.169274,0.2014618,NL2,Neuron
Psmd2,1.148516,0.2219091,NL2,Neuron
Hnrnpul1,1.067134,0.1070004,NL2,Neuron
Atp1a1,1.428332,0.001378043,NL2,Neuron
Ccdc92,-2.784334,0.0009005276,NL2,Neuron
Mical1,-1.781145,0.02551065,NL2,Neuron
Ccar2,-6.434906,0.00185348,NL2,Neuron
Cdipt,2.06086,0.003210051,NL2,Neuron
Ptgr2,1.618912,0.06538938,NL2,Neuron
Sirt2,1.853795,0.1031062,NL2,Neuron
Dock6,1.333051,0.06454649,NL2,Neuron
Stx18,2.824153,0.009019703,NL2,Neuron
Mrpl50,1.25589,0.6842462,NL2,Neuron
Snrk,-2.687806,0.0001383754,NL2,Neuron
Zdhhc5,2.247174,0.0002047787,NL2,Neuron
Ttc39c,1.540936,0.1180465,NL2,Neuron
Mtmr6,1.216199,0.9850534,NL2,Neuron
Mios,-4.102839,0.0004689023,NL2,Neuron
Gdap1l1,-1.017773,0.7590213,NL2,Neuron
Rcc1,1.096615,0.1125038,NL2,Neuron
Oxnad1,1.296051,0.08831091,NL2,Neuron
Uba5,-1.126522,0.3046151,NL2,Neuron
Paip1,-2.551653,0.0001531968,NL2,Neuron
Cul7,1.068984,0.6680651,NL2,Neuron
Fam114a2,-4.822834,0.0004247838,NL2,Neuron
Retreg1,-1.638885,0.05120605,NL2,Neuron
Ccdc115,-1.135914,0.3926072,NL2,Neuron
Sav1,2.160403,0.1950601,NL2,Neuron
MACIR,-1.517875,0.003940909,NL2,Neuron
Pla2g15,1.04132,0.6289687,NL2,Neuron
Bloc1s4,-1.136904,0.5963356,NL2,Neuron
Lgalsl,1.660875,0.002645851,NL2,Neuron
Lmcd1,-2.001946,0.01830418,NL2,Neuron
Gramd1a,3.374739,0.0003538629,NL2,Neuron
Exd2,-1.224647,0.3354027,NL2,Neuron
Arl8a,1.23082,0.06488302,NL2,Neuron
Epm2aip1,-1.905443,0.000874952,NL2,Neuron
Cbwd1,-2.284065,0.00316231,NL2,Neuron
Erlec1,2.387891,0.0196773,NL2,Neuron
Gpn2,-1.279893,0.2245858,NL2,Neuron
Nle1,1.22958,0.04019959,NL2,Neuron
Vps4a,-1.303131,0.03973993,NL2,Neuron
Tmem30a,1.485664,0.0439514,NL2,Neuron
Rhbdd2,4.278713,0.00444464,NL2,Neuron
Hnrnpu,-1.021454,0.5789539,NL2,Neuron
Mospd1,1.295031,0.4668359,NL2,Neuron
Rem2,1.040143,0.7298387,NL2,Neuron
Slc25a3,1.524793,0.01981096,NL2,Neuron
Klhdc3,1.368374,0.04606097,NL2,Neuron
Rbm39,1.548615,0.0695058,NL2,Neuron
Sec63,1.940987,0.002417438,NL2,Neuron
Amot,1.004383,0.9374527,NL2,Neuron
Agap3,2.041891,0.0004855298,NL2,Neuron
Adcy3,1.678318,0.1737891,NL2,Neuron
Wasf3,4.432245,0.003147493,NL2,Neuron
Mark1,1.254424,0.06605834,NL2,Neuron
Caskin2,1.100897,0.2288531,NL2,Neuron
Mlc1,1.699314,0.00209972,NL2,Neuron
Dhx36,1.493794,0.04783317,NL2,Neuron
Slc14a1,5.318184,0.1262881,NL2,Neuron
Setd7,-1.955694,0.001049281,NL2,Neuron
Adgrv1,-1.245955,0.4078883,NL2,Neuron
Nudt16l1,1.13284,0.7201859,NL2,Neuron
Serpinb1b,-4.240888,0.005628273,NL2,Neuron
Ppp1r16b,16.896,8.186973e-06,NL2,Neuron
Rab40c,1.48541,0.2929355,NL2,Neuron
Acot11,1.502058,0.004087874,NL2,Neuron
Pcdh18,1.941878,0.03916802,NL2,Neuron
Gatad2b,-18.07973,0.001165704,NL2,Neuron
Cacng8,13.90495,0.0005458858,NL2,Neuron
Flnc,-1.091879,0.5256322,NL2,Neuron
Cspg4,1.222446,0.3115318,NL2,Neuron
Taf9,-8.177977,0.003161057,NL2,Neuron
Pxn,-3.094388,0.0002960591,NL2,Neuron
Sorcs3,1.376874,0.07563823,NL2,Neuron
Lrp4,-1.343816,0.04253931,NL2,Neuron
Pcnx3,1.734423,0.03132439,NL2,Neuron
Ipo4,-1.053497,0.7463714,NL2,Neuron
Rsph1,-2.890746,0.100744,NL2,Neuron
Sfpq,-1.968888,0.0003385045,NL2,Neuron
Nprl3,1.186,0.1233338,NL2,Neuron
Irgq,-2.184781,0.01740403,NL2,Neuron
Ciapin1,-4.463334,0.0001413163,NL2,Neuron
Impa2,2.513983,0.02538786,NL2,Neuron
Wdr13,1.414922,0.004919025,NL2,Neuron
Acot7,1.270758,0.000418599,NL2,Neuron
Slc12a5,2.327973,0.0005101545,NL2,Neuron
Abca7,1.780912,0.02904393,NL2,Neuron
Nrbp2,-1.344502,0.002241835,NL2,Neuron
Rab14,1.558372,0.0002617669,NL2,Neuron
Chn1,-1.390619,0.05095973,NL2,Neuron
Sfxn3,1.175132,0.04922874,NL2,Neuron
Isoc1,2.727355,0.01414018,NL2,Neuron
C11orf54,1.470574,0.1219065,NL2,Neuron
Acly,-1.055459,0.07174083,NL2,Neuron
Poldip2,1.358546,0.329688,NL2,Neuron
Eif4a3,1.324232,0.04512336,NL2,Neuron
Ghitm,1.250687,0.5204092,NL2,Neuron
Ndufs1,-1.129084,0.1885613,NL2,Neuron
Slc27a4,1.412696,0.001474743,NL2,Neuron
Snx9,-1.239433,0.1335563,NL2,Neuron
Memo1,1.400917,0.3257807,NL2,Neuron
Rnh1,-1.224875,0.256612,NL2,Neuron
Stk38,-1.753606,0.002737986,NL2,Neuron
Itm2c,1.586012,0.05703576,NL2,Neuron
Wdr45,-4.458884,1.466402e-06,NL2,Neuron
Rbmxl1,1.00294,0.9022038,NL2,Neuron
Ppa2,-1.119183,0.081027,NL2,Neuron
Chchd6,4.692134,0.03164408,NL2,Neuron
Ddx41,-1.737629,0.0110065,NL2,Neuron
Atp5f1c,1.259192,0.01987722,NL2,Neuron
Ddx1,1.220877,0.1366596,NL2,Neuron
Map1lc3a,1.203991,0.2171361,NL2,Neuron
Farp2,1.723693,0.09401766,NL2,Neuron
Cbr4,-1.135136,0.04023467,NL2,Neuron
Pus7,-1.0278,0.7170163,NL2,Neuron
Sh3bgrl3,1.816504,0.05926324,NL2,Neuron
Golga4,1.920088,0.05492604,NL2,Neuron
Ubap2,-7.269894,0.005773588,NL2,Neuron
Tmem168,2.314629,0.1400738,NL2,Neuron
Kdm4b,-1.342555,0.1077251,NL2,Neuron
Smap1,-1.506758,0.016463,NL2,Neuron
Tdrd3,1.080334,0.2645196,NL2,Neuron
Rusf1,2.566087,0.02125478,NL2,Neuron
Ncoa5,-1.133209,0.1908144,NL2,Neuron
Gldc,1.220827,0.318465,NL2,Neuron
Csde1,-2.847079,0.0003797403,NL2,Neuron
Tmem19,2.156357,0.006000021,NL2,Neuron
Usb1,-2.70951,0.0005479792,NL2,Neuron
Vps11,1.085228,0.2266079,NL2,Neuron
Man2c1,1.320003,0.1225129,NL2,Neuron
Cdc42ep1,-1.265097,0.382158,NL2,Neuron
Hdac11,-1.470263,0.04425382,NL2,Neuron
Setd3,1.669461,0.0008806242,NL2,Neuron
Acsl6,1.519059,0.01105124,NL2,Neuron
Daglb,2.655699,0.002985972,NL2,Neuron
Ndufs2,1.094523,0.4550449,NL2,Neuron
Snx15,-2.970069,0.005671666,NL2,Neuron
Psme3ip1,-7.070216,3.099439e-05,NL2,Neuron
Fig4,-1.19857,0.06099218,NL2,Neuron
Rabep2,-1.291296,0.08158613,NL2,Neuron
Elp2,1.144469,0.3098819,NL2,Neuron
Prkag2,1.630739,0.0002292016,NL2,Neuron
Dgkg,1.88163,0.01125376,NL2,Neuron
Gne,-5.936445,0.1321619,NL2,Neuron
Itfg2,-8.203854,0.0003524435,NL2,Neuron
Frs3,5.085906,7.49772e-05,NL2,Neuron
Spats2l,-1.036987,0.8261894,NL2,Neuron
Fubp1,-3.677506,0.0009296285,NL2,Neuron
Lrrfip2,-56.15781,0.002759167,NL2,Neuron
Spryd4,1.841518,0.002265178,NL2,Neuron
Eif3h,1.292994,0.03807584,NL2,Neuron
Wwox,-1.654254,0.006396499,NL2,Neuron
Strbp,-4.189802,0.0001011414,NL2,Neuron
Hdhd5,1.148792,0.4629161,NL2,Neuron
Eva1a,-3.672008,0.1676445,NL2,Neuron
Yars1,1.559754,0.03918223,NL2,Neuron
Ascc2,-1.765575,0.1902964,NL2,Neuron
Akr1c21,7.885976,0.7053063,NL2,Neuron
Cisd1,1.320197,0.02297505,NL2,Neuron
Cbs,1.037999,0.729547,NL2,Neuron
As3mt,-3.678703,0.0006875677,NL2,Neuron
Zdhhc7,2.859165,0.0001343323,NL2,Neuron
Ash2l,1.486175,0.0427281,NL2,Neuron
Sh3d19,-1.41298,0.01350273,NL2,Neuron
S1pr5,5.733017,0.1077548,NL2,Neuron
Zfand2b,2.338848,0.2379426,NL2,Neuron
Erlin1,1.601862,0.1250976,NL2,Neuron
Crtc3,-2.71988,0.00289287,NL2,Neuron
Rabif,1.182165,0.2083507,NL2,Neuron
Ncald,1.500387,0.008898717,NL2,Neuron
Vps36,-1.041474,0.5702501,NL2,Neuron
Creld1,1.196479,0.1796299,NL2,Neuron
Acy3,-1.898807,0.1477774,NL2,Neuron
Pnpo,-1.076372,0.8562437,NL2,Neuron
Dus3l,-1.729924,0.01110479,NL2,Neuron
Osbpl1a,1.339895,0.04417793,NL2,Neuron
Dlg2,5.928339,0.0001627325,NL2,Neuron
Glra3,18.81455,9.765186e-06,NL2,Neuron
Wrnip1,-2.650829,0.0004442126,NL2,Neuron
Pip4k2c,1.940985,0.002366137,NL2,Neuron
Basp1,-1.486585,0.1459247,NL2,Neuron
Pcdhga4,12.50643,0.0004120181,NL2,Neuron
Pcdhb18,4.378479,0.0002937741,NL2,Neuron
Pcdha9,17.42542,0.01006344,NL2,Neuron
Pcdha7,5.217022,0.002333712,NL2,Neuron
Slc13a3,2.537877,0.01085647,NL2,Neuron
Mapk8,2.690225,0.005972767,NL2,Neuron
Dcp1a,-1.223183,0.1298432,NL2,Neuron
Wasl,-1.588591,0.01768724,NL2,Neuron
Egln1,1.11166,0.5257438,NL2,Neuron
Ipo9,-1.841123,4.14984e-05,NL2,Neuron
Synpo2,-5.579214,4.056039e-05,NL2,Neuron
Atl3,1.698406,0.04132392,NL2,Neuron
Asl,-1.169764,0.100657,NL2,Neuron
Atg13,-1.168516,0.377736,NL2,Neuron
Arrb2,1.234194,0.1587522,NL2,Neuron
Snx4,-2.139789,0.0001017397,NL2,Neuron
Mtif2,1.030725,0.8707752,NL2,Neuron
Lrrc49,-1.478889,0.008929594,NL2,Neuron
Uckl1,1.273368,0.06355776,NL2,Neuron
Arhgap35,-2.365617,6.29213e-05,NL2,Neuron
D6Wsu163e,-1.043442,0.4709021,NL2,Neuron
Uap1,2.083225,0.07438919,NL2,Neuron
Bag2,-1.179727,0.2965319,NL2,Neuron
L2hgdh,-1.411779,0.009120321,NL2,Neuron
Nln,1.150233,0.3227701,NL2,Neuron
Elmod3,1.714557,0.06339625,NL2,Neuron
Csdc2,-4.637495,0.0008375391,NL2,Neuron
Rpn1,1.548975,0.0003486131,NL2,Neuron
Twf1,-1.042285,0.7975729,NL2,Neuron
Mettl13,1.40649,0.06043563,NL2,Neuron
Prpf6,1.533825,0.06040868,NL2,Neuron
Camk1,-1.597729,0.04384931,NL2,Neuron
Ndufv1,1.338799,0.01232494,NL2,Neuron
Rnf185,1.972544,0.02449352,NL2,Neuron
Ythdf2,1.054438,0.5472755,NL2,Neuron
Lzts2,1.382875,0.02547565,NL2,Neuron
Dnajc3,1.794335,0.1395885,NL2,Neuron
Lpgat1,1.687139,0.006699117,NL2,Neuron
Ptbp2,-1.913506,0.003516339,NL2,Neuron
Ttc1,-1.799227,0.02206393,NL2,Neuron
Gbp7,-2.540564,0.006194143,NL2,Neuron
Fyttd1,1.27817,0.1221243,NL2,Neuron
Grhpr,-1.746218,0.0002388377,NL2,Neuron
Diras1,2.78846,0.002233485,NL2,Neuron
Srgap2,-3.190528,0.0006048484,NL2,Neuron
Srgap1,-6.892466,0.002427363,NL2,Neuron
Bmp2k,-1.725918,0.1380045,NL2,Neuron
Pcca,1.430559,0.002749425,NL2,Neuron
Vangl2,-1.603917,0.009756865,NL2,Neuron
Abhd3,1.426645,0.03284225,NL2,Neuron
Ugp2,1.453864,0.07654063,NL2,Neuron
Sh2b1,1.577088,0.001969265,NL2,Neuron
Lpin1,-1.135423,0.347757,NL2,Neuron
Necab2,-3.534421,0.001105508,NL2,Neuron
Rab4b,-2.926707,0.0005473029,NL2,Neuron
Fgd4,-4.702005,0.000360029,NL2,Neuron
Dst,-1.171921,0.3984688,NL2,Neuron
Mia2,1.273356,0.02978861,NL2,Neuron
Dcbld2,1.846156,0.08580052,NL2,Neuron
Pofut1,1.144654,0.1483996,NL2,Neuron
Smarca5,-2.530559,0.0508612,NL2,Neuron
Lrp1,1.909991,0.0002905326,NL2,Neuron
Sncb,-2.69566,0.00402633,NL2,Neuron
Supt16h,1.07454,0.5303355,NL2,Neuron
Kcnh5,2.637309,0.005968991,NL2,Neuron
Fdps,1.851485,0.001722964,NL2,Neuron
Chrm5,1.917933,0.1497143,NL2,Neuron
Wdr7,-2.184311,0.0148083,NL2,Neuron
Fads1,1.197597,0.317441,NL2,Neuron
Syt17,1.414193,0.005900008,NL2,Neuron
Hlcs,-2.53387,0.001249647,NL2,Neuron
Syt12,2.524378,0.003946616,NL2,Neuron
Brinp1,3.262583,0.0001570128,NL2,Neuron
Ak5,-1.617435,0.0001242293,NL2,Neuron
Vps16,1.047082,0.05228916,NL2,Neuron
Ivns1abp,1.062996,0.6926855,NL2,Neuron
Als2,-2.63816,0.006254327,NL2,Neuron
Rab31,1.500229,0.0194126,NL2,Neuron
Tardbp,-1.272724,0.0003255533,NL2,Neuron
Hnrnpll,1.224069,0.1707453,NL2,Neuron
Etfdh,-2.205438,0.001628336,NL2,Neuron
Tubgcp2,-1.414248,0.01798948,NL2,Neuron
Acaa1a,-1.108327,0.7716848,NL2,Neuron
Tf,1.508941,0.006437084,NL2,Neuron
Sh3bp4,1.596033,0.001733895,NL2,Neuron
Rheb,-1.775675,0.006309717,NL2,Neuron
Tmco1,2.28874,0.002274775,NL2,Neuron
Sf3b3,-1.355565,0.03754897,NL2,Neuron
Golga2,-1.561104,0.07365144,NL2,Neuron
Cyrib,1.205771,0.1542927,NL2,Neuron
Alg1,2.244945,0.004459229,NL2,Neuron
Rin1,2.024275,0.01259216,NL2,Neuron
Mrpl37,1.477008,0.02914974,NL2,Neuron
Tor1aip1,1.011196,0.8576733,NL2,Neuron
Chmp1a,-1.209426,0.2596643,NL2,Neuron
Cryzl1,1.180857,0.1993922,NL2,Neuron
Macrod1,-82.7754,0.01013028,NL2,Neuron
Dars1,1.430831,0.0101289,NL2,Neuron
Traf7,-1.071568,0.8825979,NL2,Neuron
Ppp6r3,-4.335029,0.0005675139,NL2,Neuron
Mthfd1,1.005151,0.8662361,NL2,Neuron
Pcyt2,-1.725104,0.00159288,NL2,Neuron
Fastkd2,-1.306842,0.193763,NL2,Neuron
Tubb6,1.645947,0.07880521,NL2,Neuron
Slc25a36,1.641673,0.03326883,NL2,Neuron
Pdk3,-1.171109,0.6083532,NL2,Neuron
Gmppa,-2.779445,0.02004164,NL2,Neuron
Clip1,-9.674128,1.356907e-05,NL2,Neuron
Tspan2,-2.015978,0.1973404,NL2,Neuron
Far1,2.073904,0.003393298,NL2,Neuron
Kctd10,2.437944,0.00540794,NL2,Neuron
Tmem132a,4.64707,0.001218811,NL2,Neuron
Glyr1,-1.375314,0.3643901,NL2,Neuron
Mtarc2,1.172157,0.04283823,NL2,Neuron
Pycr2,1.454136,0.06807405,NL2,Neuron
Lrrc59,3.186606,0.0008879915,NL2,Neuron
Chid1,1.263228,0.4360293,NL2,Neuron
Phaf1,-2.136959,0.01397949,NL2,Neuron
Pdia6,1.940221,0.02386516,NL2,Neuron
Pde2a,1.405538,0.006263785,NL2,Neuron
Prpf3,-41.74796,0.0001628832,NL2,Neuron
Plrg1,-1.409094,0.04459797,NL2,Neuron
Prmt7,-1.323969,0.07616154,NL2,Neuron
Ubxn1,1.322984,0.3864358,NL2,Neuron
Ggact,2.00585,0.02622323,NL2,Neuron
Dbr1,1.118298,0.7443998,NL2,Neuron
Blvrb,1.275917,0.003570224,NL2,Neuron
Wbp11,-3.265119,0.001752322,NL2,Neuron
Polr2h,3.364344,0.1349709,NL2,Neuron
Csmd1,8.1844,0.0007441591,NL2,Neuron
Ppp1r16a,1.988639,0.0001041237,NL2,Neuron
Camk2g,1.388698,0.1141836,NL2,Neuron
Tgs1,-3.417368,0.3130134,NL2,Neuron
Gprc5b,3.69734,0.005398114,NL2,Neuron
Xpo5,-2.593897,0.0009524655,NL2,Neuron
Med15,1.068427,0.6551052,NL2,Neuron
Mta3,-1.073924,0.4848283,NL2,Neuron
Letmd1,1.328061,0.004307851,NL2,Neuron
Mpi,1.122767,0.0006194371,NL2,Neuron
Slc12a6,2.187867,0.0003213784,NL2,Neuron
Spred2,3.038573,0.001974309,NL2,Neuron
Spred1,4.898913,5.111036e-05,NL2,Neuron
Mrps2,1.679406,0.01205871,NL2,Neuron
Rnf31,-4.596876,0.0002137626,NL2,Neuron
Trim66,1.680258,0.4404444,NL2,Neuron
Lrp8,3.484509,0.001173571,NL2,Neuron
Xpo6,1.361281,0.0425776,NL2,Neuron
Sntg2,1.815818,0.2297837,NL2,Neuron
Ppp2r2d,1.617661,0.0001623366,NL2,Neuron
Atad3,1.180344,0.1710939,NL2,Neuron
Sfxn5,1.961612,0.007924913,NL2,Neuron
Sfxn4,1.94582,0.0003686378,NL2,Neuron
Grip1,4.642895,0.00391267,NL2,Neuron
Taldo1,1.274429,0.211138,NL2,Neuron
Rnf112,1.259947,0.156101,NL2,Neuron
Hnrnpab,1.374654,0.01990012,NL2,Neuron
Myo5a,-1.526067,0.006444863,NL2,Neuron
Cacna1d,5.826618,0.003296231,NL2,Neuron
Sec14l2,1.349793,0.00249564,NL2,Neuron
Wdr77,1.353073,0.1307139,NL2,Neuron
Mrm1,-1.216919,0.07353568,NL2,Neuron
Ophn1,-1.632608,0.001195648,NL2,Neuron
Mlycd,1.899793,0.05938194,NL2,Neuron
Nrbp1,-1.381746,0.08103461,NL2,Neuron
Dhrs7b,1.232736,0.06375,NL2,Neuron
Derl1,2.564812,0.003674722,NL2,Neuron
Nans,-2.506678,3.805353e-05,NL2,Neuron
Def8,-2.115307,0.226023,NL2,Neuron
Atg5,2.322024,0.192935,NL2,Neuron
Nptxr,1.151125,0.2500211,NL2,Neuron
Cdk9,2.209928,0.01113055,NL2,Neuron
Mpst,1.13255,0.2516802,NL2,Neuron
Pacsin3,-1.339745,0.556689,NL2,Neuron
Mvd,1.418829,0.01400522,NL2,Neuron
Psip1,-5.293033,0.001738705,NL2,Neuron
Gpr37l1,1.944062,0.002911553,NL2,Neuron
Clstn3,1.629926,0.03120588,NL2,Neuron
Psmd6,1.690936,0.01664058,NL2,Neuron
Rap1b,1.491234,0.00340291,NL2,Neuron
Klhl22,1.388368,0.02804317,NL2,Neuron
Map4k3,1.738179,0.01349369,NL2,Neuron
Homer3,-1.009739,0.9031129,NL2,Neuron
Ggt7,1.780846,0.001070581,NL2,Neuron
Sfxn1,1.601455,7.873845e-05,NL2,Neuron
Tlcd1,6.668784,0.1248946,NL2,Neuron
Lims1,1.042456,0.152655,NL2,Neuron
Gorasp2,4.951839,1.352018e-05,NL2,Neuron
Eif3m,-1.173648,0.07847049,NL2,Neuron
Nxf1,1.122963,0.0836535,NL2,Neuron
Hadhb,1.377739,0.09199127,NL2,Neuron
Gimap4,1.568591,0.04055,NL2,Neuron
Plpp3,1.457588,0.01851312,NL2,Neuron
Actr3,1.20336,0.1336329,NL2,Neuron
Pdxdc1,3.597757,0.0009742147,NL2,Neuron
Nlgn1,28.19354,5.766598e-05,NL2,Neuron
Ufsp2,1.210457,0.05832037,NL2,Neuron
Arfgap2,-1.047154,0.443591,NL2,Neuron
Usp11,-1.812693,0.03623457,NL2,Neuron
Nono,-1.304068,0.01298181,NL2,Neuron
Pls3,-2.3206,0.01259057,NL2,Neuron
Aass,1.34818,0.4458762,NL2,Neuron
Rragc,-5.420633,0.004658992,NL2,Neuron
Smox,-3.152578,0.001773716,NL2,Neuron
Psat1,1.490066,0.09040141,NL2,Neuron
Tab2,-7.64226,0.0002120485,NL2,Neuron
Rtf2,-6.416073,0.0004050974,NL2,Neuron
C4orf19,-1.134181,0.8822228,NL2,Neuron
Hagh,1.325635,0.1968082,NL2,Neuron
Vwa5a,-1.978197,0.04406462,NL2,Neuron
Unc45a,-1.354291,0.05869352,NL2,Neuron
Me2,32.00981,0.005748119,NL2,Neuron
Dok4,5.017001,0.0001177685,NL2,Neuron
