GeneSymbol,FC,pval,BioID,cell
Kcnq3,-1.3499,0.3555485,NL1,Astrocyte
Appl2,-2.089314,0.002043754,NL1,Astrocyte
Appl1,-1.058177,0.2092406,NL1,Astrocyte
Myrip,1.327157,0.1778045,NL1,Astrocyte
Glcci1,-1.679179,0.3978563,NL1,Astrocyte
Ndufs8,1.109925,0.3328364,NL1,Astrocyte
Minar1,-2.877066,0.001348275,NL1,Astrocyte
Babam2,1.138732,0.4434895,NL1,Astrocyte
Casc3,-2.496776,0.1813926,NL1,Astrocyte
Irf2bpl,-1.350188,0.1124691,NL1,Astrocyte
Pom121,-3.902822,0.01035567,NL1,Astrocyte
Stxbp5,1.081554,0.1784105,NL1,Astrocyte
Lgi3,1.283317,0.1562574,NL1,Astrocyte
Pitrm1,1.593107,0.05743775,NL1,Astrocyte
Abca5,1.08347,0.5809182,NL1,Astrocyte
Abca9,1.268021,0.2814775,NL1,Astrocyte
Mta1,-1.176238,0.1321242,NL1,Astrocyte
Abhd11,1.436307,0.09472967,NL1,Astrocyte
Ablim1,1.099741,0.4573665,NL1,Astrocyte
Arhgef6,-1.258384,0.2989131,NL1,Astrocyte
Mrtfa,1.471056,0.8040035,NL1,Astrocyte
Pank1,-2.219098,0.1240645,NL1,Astrocyte
Hecw1,1.258417,0.07846559,NL1,Astrocyte
Rptor,1.164199,0.06091253,NL1,Astrocyte
Pitpnc1,1.298652,0.03845646,NL1,Astrocyte
Dusp19,-1.076182,0.6219219,NL1,Astrocyte
Agpat4,1.23854,0.07345236,NL1,Astrocyte
Lgi2,1.278901,0.1826192,NL1,Astrocyte
Naxe,1.022456,0.9987678,NL1,Astrocyte
Sf3a1,-14.8314,3.886556e-05,NL1,Astrocyte
Slc8a2,1.104761,0.201162,NL1,Astrocyte
KRT78,-1.989107,0.1376598,NL1,Astrocyte
Dcaf8,-1.131365,0.1672608,NL1,Astrocyte
Ahsa2,-1.420226,0.3190678,NL1,Astrocyte
Gpt,-1.259003,0.1651154,NL1,Astrocyte
Hibch,1.183248,0.3655022,NL1,Astrocyte
Acat1,1.210982,0.08740543,NL1,Astrocyte
Ccsap,1.134493,0.3911558,NL1,Astrocyte
Stk32c,1.248163,0.2704033,NL1,Astrocyte
IntS13,-1.148423,0.5693873,NL1,Astrocyte
Eif3l,-1.0905,0.1244227,NL1,Astrocyte
Tprkb,1.222988,0.3208576,NL1,Astrocyte
Mapre2,-1.037505,0.5054061,NL1,Astrocyte
Aimp2,-1.043903,0.621035,NL1,Astrocyte
Blmh,1.200069,0.2760615,NL1,Astrocyte
Gspt1,-1.732207,0.01513287,NL1,Astrocyte
Itpka,2.467096,0.00707182,NL1,Astrocyte
Hnrnpl,1.06145,0.5089665,NL1,Astrocyte
Suox,-1.009017,0.945476,NL1,Astrocyte
C1orf43,2.874208,0.002782356,NL1,Astrocyte
Gtf2f2,-2.60791,0.04604141,NL1,Astrocyte
Tceal3,-1.530696,0.3885348,NL1,Astrocyte
Kiaa0513,1.342677,0.06918753,NL1,Astrocyte
Ilkap,1.29928,0.1054174,NL1,Astrocyte
Spns1,1.36118,0.2472882,NL1,Astrocyte
Nup133,-1.137926,0.1313308,NL1,Astrocyte
Gga1,-1.653914,8.195849e-05,NL1,Astrocyte
Tm2d2,-1.047806,0.7672378,NL1,Astrocyte
Aamdc,-1.122192,0.5224095,NL1,Astrocyte
Iqsec1,1.046682,0.3585948,NL1,Astrocyte
Cacnb4,-1.186107,0.1689313,NL1,Astrocyte
Cacul1,-2.068545,0.01874918,NL1,Astrocyte
Sgpl1,-1.063037,0.7139288,NL1,Astrocyte
Aldh1l1,-1.15303,0.05161842,NL1,Astrocyte
Slc25a42,1.260797,0.1348587,NL1,Astrocyte
Flad1,1.463329,0.3222485,NL1,Astrocyte
Sccpdh,1.223796,0.007374829,NL1,Astrocyte
Bud13,-9.010451,0.001397952,NL1,Astrocyte
Znfx1,-1.535686,0.2341157,NL1,Astrocyte
Bphl,1.353036,0.01673217,NL1,Astrocyte
Zdhhc3,1.939704,0.09208219,NL1,Astrocyte
Ero1a,1.091496,0.6139684,NL1,Astrocyte
Syngr3,1.48291,0.005390979,NL1,Astrocyte
Dock7,-1.145344,0.084252,NL1,Astrocyte
Stac2,-3.586147,0.3631152,NL1,Astrocyte
Eif3c,-3.705233,0.0002834377,NL1,Astrocyte
Cplx3,5.086041,0.09752565,NL1,Astrocyte
Apbb3,1.323049,0.2562636,NL1,Astrocyte
Niban2,-1.256992,0.1038904,NL1,Astrocyte
Hid1,1.225059,0.06899098,NL1,Astrocyte
Cmbl,1.28303,0.1375199,NL1,Astrocyte
Uqcr10,1.358387,0.1691825,NL1,Astrocyte
Ubac2,-1.486205,0.3396194,NL1,Astrocyte
Nudcd3,-1.263758,0.1166971,NL1,Astrocyte
Dync1li1,-1.128468,0.1876851,NL1,Astrocyte
Stard7,1.3882,0.1002407,NL1,Astrocyte
Mtss1,-1.151677,0.9721498,NL1,Astrocyte
Chmp7,-1.049456,0.9427752,NL1,Astrocyte
Cog4,-1.945803,0.2582852,NL1,Astrocyte
Tmed4,1.379049,0.0961894,NL1,Astrocyte
Spart,-1.554465,0.0364625,NL1,Astrocyte
Bmerb1,-4.19276,0.08140607,NL1,Astrocyte
Rnf121,-1.175263,0.288655,NL1,Astrocyte
Sdsl,-1.274864,0.3591463,NL1,Astrocyte
Taf6l,1.271926,0.06353907,NL1,Astrocyte
Dnttip2,-5.995981,0.002685474,NL1,Astrocyte
Trim29,-2.793402,0.125902,NL1,Astrocyte
Gfm2,1.760326,0.296425,NL1,Astrocyte
Aagab,-1.337284,0.205439,NL1,Astrocyte
Ap3m2,1.250115,0.006481532,NL1,Astrocyte
Seh1l,1.191996,0.2195522,NL1,Astrocyte
Pank3,-1.606483,0.3562063,NL1,Astrocyte
Abhd6,1.397572,0.001366816,NL1,Astrocyte
Mcam,1.298798,0.1762358,NL1,Astrocyte
Ptrh2,1.390451,0.03404462,NL1,Astrocyte
Vps18,1.010529,0.9842031,NL1,Astrocyte
Exoc6,-1.482342,0.06132153,NL1,Astrocyte
Pspc1,-1.997448,0.001852156,NL1,Astrocyte
Nup58,-2.986434,4.69135e-05,NL1,Astrocyte
Rab11fip5,-1.291178,0.002859109,NL1,Astrocyte
Igsf8,1.302098,0.02094478,NL1,Astrocyte
Clmp,-2.074998,0.0002396811,NL1,Astrocyte
Commd5,-1.004129,0.8448293,NL1,Astrocyte
Plcd1,1.272679,0.3471255,NL1,Astrocyte
Tbc1d13,-1.754267,0.003737719,NL1,Astrocyte
Wipi1,1.390208,0.1857361,NL1,Astrocyte
Tut1,-1.045362,0.7106038,NL1,Astrocyte
Mboat2,1.040705,0.7964199,NL1,Astrocyte
Cog6,-1.59901,0.2021252,NL1,Astrocyte
Tcf25,1.092308,0.3360502,NL1,Astrocyte
Slco3a1,1.865367,0.1726711,NL1,Astrocyte
Aspa,1.433878,0.07149877,NL1,Astrocyte
Ppp6r2,-3.474358,0.003856456,NL1,Astrocyte
Exoc1,-1.005642,0.9867132,NL1,Astrocyte
Stxbp6,1.544775,0.1584101,NL1,Astrocyte
Sh3glb2,-1.34966,0.1264321,NL1,Astrocyte
Cacnb1,1.125394,0.05338875,NL1,Astrocyte
Micos13,1.066745,0.7859069,NL1,Astrocyte
Dicer1,-1.71842,0.003484049,NL1,Astrocyte
Abca3,1.206139,0.2187532,NL1,Astrocyte
Cadm4,1.439128,0.08574101,NL1,Astrocyte
Nup85,1.221387,0.1615804,NL1,Astrocyte
Rufy2,-2.177731,0.06180427,NL1,Astrocyte
Purg,1.454786,0.0863952,NL1,Astrocyte
Ntng1,1.493715,0.02039214,NL1,Astrocyte
Arhgef12,-1.113978,0.2352351,NL1,Astrocyte
Neto1,-2.352032,0.113731,NL1,Astrocyte
Sla2,1.813144,0.2097123,NL1,Astrocyte
Luzp1,-1.870499,0.006382627,NL1,Astrocyte
Rbm12,-23.91872,0.0005218054,NL1,Astrocyte
Mib2,-1.630222,0.01380552,NL1,Astrocyte
Sh3kbp1,-2.141714,0.005074378,NL1,Astrocyte
Otud7a,-1.724625,0.01629756,NL1,Astrocyte
Snap47,1.374265,0.0771593,NL1,Astrocyte
Prpsap2,-1.117053,0.02913911,NL1,Astrocyte
Apbb1ip,1.034608,0.7826385,NL1,Astrocyte
Tbc1d22a,1.158504,0.2913797,NL1,Astrocyte
Actr1b,1.414949,0.004781269,NL1,Astrocyte
Usp15,-1.391093,0.004588264,NL1,Astrocyte
Wasf1,1.006202,0.9687861,NL1,Astrocyte
Arl6ip5,1.472314,0.1020735,NL1,Astrocyte
Usp33,1.160067,0.7307148,NL1,Astrocyte
Vps39,-1.294966,0.1196697,NL1,Astrocyte
Wnt9a,-1.063589,0.8371215,NL1,Astrocyte
Cadm1,1.554635,0.0660531,NL1,Astrocyte
Tmx1,4.188564,0.0008222284,NL1,Astrocyte
Aspscr1,-1.173124,0.3018876,NL1,Astrocyte
Nae1,1.241301,0.2060843,NL1,Astrocyte
Mpdz,3.913877,0.2531692,NL1,Astrocyte
Camkk1,2.175629,0.2134319,NL1,Astrocyte
Clptm1,1.398635,0.01243518,NL1,Astrocyte
Lrrc14,2.488061,0.193889,NL1,Astrocyte
Akr1c13,-2.687641,0.0372897,NL1,Astrocyte
Tkfc,1.131322,0.3031444,NL1,Astrocyte
Rmc1,1.195959,0.3569581,NL1,Astrocyte
Kctd5,-2.05721,0.01390282,NL1,Astrocyte
Nrm,1.444176,0.04406461,NL1,Astrocyte
Slc22a6,1.377821,0.03425247,NL1,Astrocyte
Ndc1,1.159655,0.2228449,NL1,Astrocyte
Med25,2.718681,0.01376351,NL1,Astrocyte
Spon1,2.377751,0.02567791,NL1,Astrocyte
Reep2,2.710497,0.0006724618,NL1,Astrocyte
Gpn1,-2.131343,0.08430458,NL1,Astrocyte
Mavs,-4.011692,0.0002706178,NL1,Astrocyte
Dhcr24,1.224499,0.009951111,NL1,Astrocyte
Ubxn4,-1.126385,0.6152926,NL1,Astrocyte
Sco2,59.63811,0.006992768,NL1,Astrocyte
Fgg,-1.581987,0.6877713,NL1,Astrocyte
Ncln,-1.029827,0.5004592,NL1,Astrocyte
Tbcc,-1.016077,0.910562,NL1,Astrocyte
Nrbf2,-2.045175,0.441851,NL1,Astrocyte
Abhd14b,1.206121,0.471487,NL1,Astrocyte
Rnpep,-1.037075,0.6300516,NL1,Astrocyte
Abhd17c,1.177536,0.2773686,NL1,Astrocyte
Acsf2,1.457296,0.002308966,NL1,Astrocyte
Micu1,1.033083,0.4803848,NL1,Astrocyte
Utp6,-1.096965,0.4548865,NL1,Astrocyte
Plppr2,1.400154,0.2048226,NL1,Astrocyte
Sgsm3,1.267855,0.4070205,NL1,Astrocyte
Gripap1,-2.411901,0.01532543,NL1,Astrocyte
Sgip1,1.082218,0.3920698,NL1,Astrocyte
Bles03,1.359986,0.001936476,NL1,Astrocyte
Pik3r4,1.005484,0.9312419,NL1,Astrocyte
Hip1,-1.58262,0.01943122,NL1,Astrocyte
Lars2,1.069581,0.7563656,NL1,Astrocyte
Myh9,-1.554203,0.001821281,NL1,Astrocyte
Washc1,-1.509846,0.3863247,NL1,Astrocyte
Phip,1.413842,0.09886672,NL1,Astrocyte
Ppcs,1.130807,0.4793467,NL1,Astrocyte
Alg9,1.358075,0.0206774,NL1,Astrocyte
Hdlbp,-1.748821,0.0001511532,NL1,Astrocyte
Nit1,1.15792,0.4602132,NL1,Astrocyte
Psmd2,1.06494,0.1755306,NL1,Astrocyte
Hnrnpul1,1.186221,0.2806729,NL1,Astrocyte
Atp1a1,1.194601,0.06539459,NL1,Astrocyte
Ccdc92,2.248105,0.1721056,NL1,Astrocyte
Mical1,-2.254785,0.003620123,NL1,Astrocyte
Ccar2,-2.712427,0.001052726,NL1,Astrocyte
Cdipt,1.28143,0.1573575,NL1,Astrocyte
Ptgr2,1.377863,0.07332927,NL1,Astrocyte
Sirt2,1.388565,0.001992304,NL1,Astrocyte
Dock6,-1.056183,0.7652191,NL1,Astrocyte
Stx18,-1.223567,0.4086746,NL1,Astrocyte
Mrpl50,-1.812843,0.2769755,NL1,Astrocyte
Snrk,1.405827,0.03090632,NL1,Astrocyte
Zdhhc5,1.22337,0.08922308,NL1,Astrocyte
Ttc39c,-1.127696,0.3476857,NL1,Astrocyte
Mtmr6,-1.677921,0.02566177,NL1,Astrocyte
Mios,-3.468527,5.267935e-07,NL1,Astrocyte
Gdap1l1,1.253253,0.01582204,NL1,Astrocyte
Rcc1,-1.645409,0.03551864,NL1,Astrocyte
Oxnad1,1.382028,0.01412974,NL1,Astrocyte
Uba5,1.007007,0.9948848,NL1,Astrocyte
Paip1,-1.936287,0.005221677,NL1,Astrocyte
Cul7,-1.449138,0.3622928,NL1,Astrocyte
Fam114a2,-3.149208,0.0003479368,NL1,Astrocyte
Retreg1,-1.017347,0.8885612,NL1,Astrocyte
Ccdc115,-1.031018,0.9379204,NL1,Astrocyte
Sav1,1.043733,0.986622,NL1,Astrocyte
MACIR,1.187454,0.04982764,NL1,Astrocyte
Pla2g15,1.183472,0.1919531,NL1,Astrocyte
Bloc1s4,2.284721,0.03581715,NL1,Astrocyte
Lgalsl,1.19934,0.06397866,NL1,Astrocyte
Lmcd1,-1.137863,0.3721473,NL1,Astrocyte
Gramd1a,-1.039326,0.7590542,NL1,Astrocyte
Exd2,-1.320659,0.4821966,NL1,Astrocyte
Arl8a,1.325222,0.1082835,NL1,Astrocyte
Epm2aip1,-1.333868,0.2090687,NL1,Astrocyte
Cbwd1,-1.851551,0.005323211,NL1,Astrocyte
Erlec1,1.040832,0.6609797,NL1,Astrocyte
Gpn2,-3.062184,0.08914578,NL1,Astrocyte
Nle1,1.287205,0.548148,NL1,Astrocyte
Vps4a,-1.33811,0.06384138,NL1,Astrocyte
Tmem30a,1.088435,0.3548432,NL1,Astrocyte
Rhbdd2,1.177413,0.3581077,NL1,Astrocyte
Hnrnpu,-1.089924,0.03368249,NL1,Astrocyte
Mospd1,-1.412443,0.7033211,NL1,Astrocyte
Rem2,-1.632719,0.1639934,NL1,Astrocyte
Slc25a3,1.304935,0.009682777,NL1,Astrocyte
Klhdc3,1.305606,0.3089274,NL1,Astrocyte
Rbm39,1.247088,0.1203808,NL1,Astrocyte
Sec63,1.160052,0.4396044,NL1,Astrocyte
Amot,1.043448,0.4531924,NL1,Astrocyte
Agap3,1.228709,0.0264901,NL1,Astrocyte
Adcy3,1.895442,0.1928415,NL1,Astrocyte
Wasf3,4.599189,0.0004397266,NL1,Astrocyte
Mark1,-1.068847,0.4477826,NL1,Astrocyte
Caskin2,2.130616,0.009901374,NL1,Astrocyte
Mlc1,2.019643,0.0004079604,NL1,Astrocyte
Dhx36,-1.432705,0.2191183,NL1,Astrocyte
Slc14a1,3.759049,0.07395237,NL1,Astrocyte
Setd7,1.057657,0.6738405,NL1,Astrocyte
Adgrv1,-1.497269,0.2675191,NL1,Astrocyte
Nudt16l1,-1.083792,0.7723247,NL1,Astrocyte
Serpinb1b,2.858573,0.01026225,NL1,Astrocyte
Ppp1r16b,1.057188,0.4720078,NL1,Astrocyte
Rab40c,1.266326,0.1476585,NL1,Astrocyte
Acot11,1.395609,0.0009672901,NL1,Astrocyte
Pcdh18,1.120461,0.3733194,NL1,Astrocyte
Gatad2b,-11.04858,3.617374e-05,NL1,Astrocyte
Cacng8,1.944776,0.000891758,NL1,Astrocyte
Flnc,-4.803515,0.002367707,NL1,Astrocyte
Cspg4,2.213648,0.006575437,NL1,Astrocyte
Taf9,-50.43435,0.001375702,NL1,Astrocyte
Pxn,-2.553247,0.01702268,NL1,Astrocyte
Sorcs3,1.197159,0.07774248,NL1,Astrocyte
Lrp4,2.099066,0.0008726389,NL1,Astrocyte
Pcnx3,-1.113801,0.6668004,NL1,Astrocyte
Ipo4,1.115579,0.2157756,NL1,Astrocyte
Rsph1,-2.009484,0.04280079,NL1,Astrocyte
Sfpq,-1.525156,0.007262615,NL1,Astrocyte
Nprl3,1.246478,0.4164513,NL1,Astrocyte
Irgq,1.027905,0.82663,NL1,Astrocyte
Ciapin1,-2.633677,0.007421725,NL1,Astrocyte
Impa2,1.058159,0.9182258,NL1,Astrocyte
Wdr13,1.120856,0.1676217,NL1,Astrocyte
Acot7,1.146035,0.04418948,NL1,Astrocyte
Slc12a5,1.161672,0.09370409,NL1,Astrocyte
Abca7,4.397501,0.0381455,NL1,Astrocyte
Nrbp2,-1.036013,0.4910595,NL1,Astrocyte
Rab14,1.320587,0.0471821,NL1,Astrocyte
Chn1,1.582543,0.2415872,NL1,Astrocyte
Sfxn3,1.365177,0.003224075,NL1,Astrocyte
Isoc1,1.245622,0.003611791,NL1,Astrocyte
C11orf54,-1.62331,0.2630433,NL1,Astrocyte
Acly,-1.026515,0.5098457,NL1,Astrocyte
Poldip2,-1.026027,0.8976948,NL1,Astrocyte
Eif4a3,1.286518,0.006604218,NL1,Astrocyte
Ghitm,2.649572,0.04971771,NL1,Astrocyte
Ndufs1,1.008698,0.8305854,NL1,Astrocyte
Slc27a4,1.118177,0.1408237,NL1,Astrocyte
Snx9,-1.538415,0.1568947,NL1,Astrocyte
Memo1,1.223931,0.1361771,NL1,Astrocyte
Rnh1,1.051498,0.8122088,NL1,Astrocyte
Stk38,-1.046166,0.7166391,NL1,Astrocyte
Itm2c,1.273955,0.05298201,NL1,Astrocyte
Wdr45,-1.361799,0.2404015,NL1,Astrocyte
Rbmxl1,-1.197837,0.9084824,NL1,Astrocyte
Ppa2,1.07437,0.8915345,NL1,Astrocyte
Chchd6,1.23993,0.4420706,NL1,Astrocyte
Ddx41,1.061043,0.9911406,NL1,Astrocyte
Atp5f1c,1.399947,0.02510805,NL1,Astrocyte
Ddx1,1.026119,0.8064003,NL1,Astrocyte
Map1lc3a,1.330653,0.02810493,NL1,Astrocyte
Farp2,1.533939,0.01811604,NL1,Astrocyte
Cbr4,1.245549,0.2287636,NL1,Astrocyte
Pus7,-1.820551,0.00190106,NL1,Astrocyte
Sh3bgrl3,1.046528,0.5382026,NL1,Astrocyte
Golga4,-2.064011,0.3071762,NL1,Astrocyte
Ubap2,-3.733946,0.1031575,NL1,Astrocyte
Tmem168,2.148901,0.02054611,NL1,Astrocyte
Kdm4b,1.536187,0.105841,NL1,Astrocyte
Smap1,-1.046256,0.459246,NL1,Astrocyte
Tdrd3,-2.653674,0.000219072,NL1,Astrocyte
Rusf1,4.220867,0.06516096,NL1,Astrocyte
Ncoa5,-1.006084,0.8945154,NL1,Astrocyte
Gldc,-1.925599,0.2762271,NL1,Astrocyte
Csde1,-1.442696,0.02799017,NL1,Astrocyte
Tmem19,1.502111,0.3911557,NL1,Astrocyte
Usb1,1.292172,0.358466,NL1,Astrocyte
Vps11,-1.152834,0.07931376,NL1,Astrocyte
Man2c1,-1.27237,0.5197228,NL1,Astrocyte
Cdc42ep1,1.913527,0.02686085,NL1,Astrocyte
Hdac11,1.149365,0.1648807,NL1,Astrocyte
Setd3,1.102056,0.613398,NL1,Astrocyte
Acsl6,1.10726,8.421151e-05,NL1,Astrocyte
Daglb,1.283765,0.1960016,NL1,Astrocyte
Ndufs2,-1.067138,0.5531129,NL1,Astrocyte
Snx15,1.414356,0.522496,NL1,Astrocyte
Psme3ip1,-5.850159,0.0004534525,NL1,Astrocyte
Fig4,1.005515,0.9472675,NL1,Astrocyte
Rabep2,-1.786407,0.07055754,NL1,Astrocyte
Elp2,-1.421609,0.02172909,NL1,Astrocyte
Prkag2,1.13669,0.3480214,NL1,Astrocyte
Dgkg,-1.029387,0.7668211,NL1,Astrocyte
Gne,-1.222512,0.3206275,NL1,Astrocyte
Itfg2,3.255833,0.05148832,NL1,Astrocyte
Frs3,-2.583415,0.002971817,NL1,Astrocyte
Spats2l,-1.54487,0.0108452,NL1,Astrocyte
Fubp1,-2.552183,0.0128213,NL1,Astrocyte
Lrrfip2,1.015662,0.8836418,NL1,Astrocyte
Spryd4,1.352916,0.07092182,NL1,Astrocyte
Eif3h,-1.105619,0.3047622,NL1,Astrocyte
Wwox,-1.593572,0.04721856,NL1,Astrocyte
Strbp,-2.460868,0.009127523,NL1,Astrocyte
Hdhd5,-1.071539,0.507426,NL1,Astrocyte
Eva1a,2.895373,0.004746791,NL1,Astrocyte
Yars1,-1.011109,0.8508742,NL1,Astrocyte
Ascc2,-1.611838,0.3675738,NL1,Astrocyte
Akr1c21,-1.503486,0.4446788,NL1,Astrocyte
Cisd1,-1.189362,0.3070991,NL1,Astrocyte
Cbs,-3.092862,0.00048976,NL1,Astrocyte
As3mt,-2.022084,0.01247247,NL1,Astrocyte
Zdhhc7,1.091072,0.6675276,NL1,Astrocyte
Ash2l,1.199844,0.2418028,NL1,Astrocyte
Sh3d19,1.123709,0.3551116,NL1,Astrocyte
S1pr5,1.431938,0.2658814,NL1,Astrocyte
Zfand2b,-1.110078,0.8405144,NL1,Astrocyte
Erlin1,1.210254,0.4180553,NL1,Astrocyte
Crtc3,-1.194067,0.1016564,NL1,Astrocyte
Rabif,63.80269,0.0127421,NL1,Astrocyte
Ncald,1.227416,0.1039225,NL1,Astrocyte
Vps36,1.152828,0.07502375,NL1,Astrocyte
Creld1,1.149049,0.520411,NL1,Astrocyte
Acy3,-1.376714,0.07559589,NL1,Astrocyte
Pnpo,1.146235,0.250383,NL1,Astrocyte
Dus3l,-1.312301,0.09077879,NL1,Astrocyte
Osbpl1a,-1.117755,0.5418334,NL1,Astrocyte
Dlg2,-1.241974,0.4987671,NL1,Astrocyte
Glra3,1.094779,0.6050278,NL1,Astrocyte
Wrnip1,-1.177188,0.2757257,NL1,Astrocyte
Pip4k2c,-1.018192,0.8648445,NL1,Astrocyte
Basp1,-1.38834,0.6750513,NL1,Astrocyte
Pcdhga4,3.646936,0.008999291,NL1,Astrocyte
Pcdhb18,1.687698,0.1247802,NL1,Astrocyte
Pcdha9,1.260485,0.5138921,NL1,Astrocyte
Pcdha7,-1.00522,0.906808,NL1,Astrocyte
Slc13a3,10.43359,0.03908936,NL1,Astrocyte
Mapk8,1.309962,0.1688324,NL1,Astrocyte
Dcp1a,-1.266083,0.07913062,NL1,Astrocyte
Wasl,1.163218,0.1609418,NL1,Astrocyte
Egln1,-1.254288,0.3954736,NL1,Astrocyte
Ipo9,-1.712292,0.0001948741,NL1,Astrocyte
Synpo2,-1.423878,0.07433773,NL1,Astrocyte
Atl3,-1.79947,0.152679,NL1,Astrocyte
Asl,-2.741421,0.01659406,NL1,Astrocyte
Atg13,1.297394,0.3768718,NL1,Astrocyte
Arrb2,1.261979,0.1555789,NL1,Astrocyte
Snx4,-1.211628,0.4818738,NL1,Astrocyte
Mtif2,1.486645,0.04936337,NL1,Astrocyte
Lrrc49,1.315384,0.2342684,NL1,Astrocyte
Uckl1,-1.017321,0.9935322,NL1,Astrocyte
Arhgap35,-1.276277,0.01721813,NL1,Astrocyte
D6Wsu163e,-1.390967,0.09602087,NL1,Astrocyte
Uap1,1.092882,0.7454463,NL1,Astrocyte
Bag2,-1.477852,0.03562543,NL1,Astrocyte
L2hgdh,1.062064,0.6944417,NL1,Astrocyte
Nln,1.13327,0.794685,NL1,Astrocyte
Elmod3,1.993841,0.01032984,NL1,Astrocyte
Csdc2,-2.048803,0.005860897,NL1,Astrocyte
Rpn1,1.12142,0.176823,NL1,Astrocyte
Twf1,-1.004387,0.8937143,NL1,Astrocyte
Mettl13,1.305087,0.174215,NL1,Astrocyte
Prpf6,-1.094492,0.4778554,NL1,Astrocyte
Camk1,1.250769,0.6202523,NL1,Astrocyte
Ndufv1,1.147431,0.3860627,NL1,Astrocyte
Rnf185,1.167154,0.1331759,NL1,Astrocyte
Ythdf2,-1.03861,0.7241508,NL1,Astrocyte
Lzts2,-1.080538,0.9920862,NL1,Astrocyte
Dnajc3,-1.297221,0.2558811,NL1,Astrocyte
Lpgat1,1.358429,0.02741545,NL1,Astrocyte
Ptbp2,-1.709459,0.03383449,NL1,Astrocyte
Ttc1,-2.58154,0.0006215354,NL1,Astrocyte
Gbp7,-2.189974,0.02114245,NL1,Astrocyte
Fyttd1,1.662625,9.032568e-05,NL1,Astrocyte
Grhpr,1.053738,0.6477677,NL1,Astrocyte
Diras1,1.513569,0.08279427,NL1,Astrocyte
Srgap2,-1.451261,0.0003731903,NL1,Astrocyte
Srgap1,1.083625,0.9499019,NL1,Astrocyte
Bmp2k,-1.087508,0.4714531,NL1,Astrocyte
Pcca,1.237373,0.282738,NL1,Astrocyte
Vangl2,-2.731351,0.02425243,NL1,Astrocyte
Abhd3,1.233961,0.02449196,NL1,Astrocyte
Ugp2,-1.408082,0.03755487,NL1,Astrocyte
Sh2b1,1.528743,0.006728837,NL1,Astrocyte
Lpin1,-1.337504,0.07140261,NL1,Astrocyte
Necab2,-1.621994,0.003208219,NL1,Astrocyte
Rab4b,1.225209,0.09891485,NL1,Astrocyte
Fgd4,-1.172757,0.09951397,NL1,Astrocyte
Dst,-1.925464,8.416157e-06,NL1,Astrocyte
Mia2,-4.656262,0.09580143,NL1,Astrocyte
Dcbld2,-1.236191,0.1889637,NL1,Astrocyte
Pofut1,1.141331,0.06136606,NL1,Astrocyte
Smarca5,-1.438675,0.1131165,NL1,Astrocyte
Lrp1,-1.007094,0.9243825,NL1,Astrocyte
Sncb,-2.099858,0.2380001,NL1,Astrocyte
Supt16h,-1.030409,0.6809884,NL1,Astrocyte
Kcnh5,-2.786296,0.06206699,NL1,Astrocyte
Fdps,-2.112196,0.3468118,NL1,Astrocyte
Chrm5,1.080737,0.5676451,NL1,Astrocyte
Wdr7,1.162725,0.03313702,NL1,Astrocyte
Fads1,1.210734,0.6102818,NL1,Astrocyte
Syt17,1.218629,0.06037887,NL1,Astrocyte
Hlcs,1.087316,0.738046,NL1,Astrocyte
Syt12,-1.223891,0.4102772,NL1,Astrocyte
Brinp1,1.22434,0.03109271,NL1,Astrocyte
Ak5,1.364917,0.00957512,NL1,Astrocyte
Vps16,1.062684,0.4322402,NL1,Astrocyte
Ivns1abp,-1.255735,0.03341998,NL1,Astrocyte
Als2,1.45167,0.07493901,NL1,Astrocyte
Rab31,1.273406,0.1286876,NL1,Astrocyte
Tardbp,-1.290157,0.00166458,NL1,Astrocyte
Hnrnpll,1.287243,0.04146686,NL1,Astrocyte
Etfdh,1.249509,0.02854838,NL1,Astrocyte
Tubgcp2,-1.91052,0.01171835,NL1,Astrocyte
Acaa1a,1.175431,0.2412786,NL1,Astrocyte
Tf,1.016247,0.9095094,NL1,Astrocyte
Sh3bp4,1.005027,0.9314021,NL1,Astrocyte
Rheb,-1.359419,0.1287722,NL1,Astrocyte
Tmco1,1.141487,0.126333,NL1,Astrocyte
Sf3b3,-1.254053,0.05137552,NL1,Astrocyte
Golga2,-2.315587,0.02935023,NL1,Astrocyte
Cyrib,1.212012,0.002739121,NL1,Astrocyte
Alg1,1.319645,0.2155379,NL1,Astrocyte
Rin1,-1.005648,0.9150015,NL1,Astrocyte
Mrpl37,1.169178,0.2517188,NL1,Astrocyte
Tor1aip1,-1.746008,0.00708503,NL1,Astrocyte
Chmp1a,1.087557,0.6036062,NL1,Astrocyte
Cryzl1,1.293763,0.04885995,NL1,Astrocyte
Macrod1,5.624232,0.5729721,NL1,Astrocyte
Dars1,1.012163,0.8250828,NL1,Astrocyte
Traf7,-1.199309,0.02366851,NL1,Astrocyte
Ppp6r3,-3.335593,0.0003615472,NL1,Astrocyte
Mthfd1,-1.388543,0.01700121,NL1,Astrocyte
Pcyt2,-1.238154,0.09863932,NL1,Astrocyte
Fastkd2,1.645426,0.01889899,NL1,Astrocyte
Tubb6,1.446245,0.01883017,NL1,Astrocyte
Slc25a36,1.0414,0.9381558,NL1,Astrocyte
Pdk3,1.254085,0.03373273,NL1,Astrocyte
Gmppa,1.083405,0.5058595,NL1,Astrocyte
